TrialNumber,StimulusLocation,Response,AngularError_deg,ResponseTime_s
1,1,3,120,3.3618783
2,2,5,180,0.5932687
3,1,6,60,0.7010651
4,1,2,60,0.5954419
5,5,3,120,0.5185494
6,5,2,180,15.5692475
7,2,5,180,0.5296228
8,6,3,180,0.8584456
9,1,2,60,0.3411477
10,3,3,0,0.4045708
11,3,2,60,0.3738277
12,5,4,60,0.6561086
13,5,1,120,1.7643933
14,2,5,180,2.6645331
15,3,2,60,5.1120094
16,3,3,0,0.5968612
17,4,4,0,3.0673724
18,5,3,120,0.5323385
19,5,2,180,0.4854242
20,2,2,0,0.7183094
