TrialNumber,StimulusLocation,Response,AngularError_deg,ResponseTime_s
1,112,34,78,9.2470453
2,341,322,19,0.9538585
3,209,221,12,1.2803194
4,296,143,153,0.5210463
5,86,86,0,1.8065144
