TrialNumber,StimulusLocation,Response,AngularError_deg,ResponseTime_s
1,1,1,0,10.9224843
2,6,4,120,1.5864286
3,6,6,0,5.2265922
4,5,5,0,0.7587367
5,5,3,120,1.1015151
6,5,5,0,0.5003731
7,3,1,120,0.6552586
8,4,6,120,0.6555719
9,2,3,60,0.502621
10,5,6,60,1.6262252
