TrialNumber,StimulusLocation,Response,AngularError_deg,ResponseTime_s
1,5,2,180,4.6450856
2,6,5,60,1.1218371
3,1,3,120,1.0797086
4,6,4,120,1.0432235
5,4,6,120,0.8012759
6,1,1,0,0.5822811
7,2,2,0,2.5780853
8,4,1,180,1.44265
9,6,2,120,1.429963
10,6,2,120,0.5534784
11,1,5,120,0.5571534
12,6,3,180,1.2433023
13,6,4,120,0.713116
14,3,6,180,0.9029633
15,5,2,180,0.6080302
16,1,3,120,0.7243149
17,3,5,120,0.6018395
18,6,6,0,0.8090088
19,5,2,180,0.613378
20,6,2,120,0.9919302
