TrialNumber,StimulusLocation,Response,AngularError_deg,ResponseTime_s
1,5,2,180,3.6516404
2,5,1,120,0.8595862
3,5,5,0,2.4449972
4,2,3,60,0.5382725
5,1,6,60,1.133921
6,5,1,120,0.3946963
7,1,2,60,0.5065768
8,3,5,120,0.9112232
9,6,1,60,0.6827233
10,5,2,180,0.7451383
11,5,4,60,0.94356
12,5,3,120,0.8795483
13,6,6,0,0.8624855
14,1,2,60,0.5018249
15,2,1,60,0.4845838
16,4,2,120,0.5929203
17,2,4,120,0.496594
18,3,5,120,0.3932434
19,1,1,0,0.5341459
20,6,3,180,1.167249
